iso,App,English,Company,Type
dz,JUSTO & BUENO,JUSTO & BUENO,Justo y Bueno,
dz,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
dz,Burger King Brasil,Burger King Brasil,Burger King Brasil,
dz,Habib's,Habib's,Grupo Habib´s,
dz,Aquela Receita,that revenue,Aquela Receita,
dz,Parceiro BEES Brasil,Partner BEES Brazil,Anheuser-Busch Inbev Global,
dz,Ragazzo,Boy,Grupo Habib´s,
dz,Chama o Bob’s,Calls Bob's,Bob's Brasil,
dz,Tastely,Tastely,Webedia Brasil,
dz,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
dz,Coco Bambu,Coco Bamboo,Coco Bambu,
dz,Madero,Log,Grupo Madero,
dz,Make Pasta Food Kitchen Fever,Make Pasta Food Kitchen Fever,Creative Bee,
dz,Giraffas,Giraffas,VocêQpad,
dz,Jeronimo,Jeronimo,Grupo Madero,
dz,Evino: Compre Vinho Online,Evino: Buy Wine Online,evino.com.br,
dz,Intermittent Fasting,Intermittent Fasting,5W Verlag GmbH,
dz,Domino's Pizza Brasil,Domino's Pizza Brasil,Dominos Pizza Brasil,
dz,Meu Mercado em Casa,My Market Home,Supera Inovações,
dz,Comidinhas do Chef - Receitas,Tidbits Chef - Recipes,ComidinhasDoChef,
dz,Get In - Reservas e Fila de Espera em Restaurantes,Get In - Reservations and Queue restaurants,Tyll Soluções Criativas Ltda.,
dz,Subway Go,Subway Go,amo.delivery,
dz,Low Carb - Receitas da Dieta em Português,Low Carb - Diet Recipes in Portuguese,Buscador de Receitas,
dz,Rapi10,Rapi10,Neemo,
dz,Receitas Fáceis,Easy recipes,Cyberware Tecnologias,
dz,Costazul Supermercados,Supermarkets Costazul,Handcom,
ec,Amo Ofertas,love Offers,amo.delivery,
ec,Foursquare City Guide,Foursquare City Guide,Foursquare,
ec,Bike Mod,Bike Mod,motooo 3D,
ec,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
ec,Dietas para Perder Barriga,Diets to Lose Belly,Mix app,
ec,Cake Maker Sweet Food Chef Dessert Cooking Game,Cake Maker Sweet Food Chef Dessert Cooking Game,Sweet Maker Shop,
ec,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
ec,TukTuk Supermarket,TukTuk Supermarket,Tuk-Tuk LLC,
ec,Araz Market,Araz Market,Araz Supermarket,
ec,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
ec,McDonald's,McDonald's,McDonald's Apps,
ec,Zenbil,Zenbil,Zenbil,
ec,Oba Market,both Market,Araz Supermarket,
ec,İnternetsiz Pasta Tarifleri,An internet Pie Recipes,Bilqi App,
ec,Dadlı - Yemək reseptləri,Delicious - cooking recipes,ElitSolutions.com,
ec,Nefis Yemek Tarifleri,Yummy Recipes,Nefis Yemek Tarifleri,
ec,Yummy - dadli yemek reseptleri ( internetsiz ),Yummy - dadli parish recipes (the Internet),İnternetsiz yemek tarifleri,
ec,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
ec,Bike Mod,Bike Mod,motooo 3D,
ec,Kolay Kek Tarifleri (İnternetsiz),Easy Cake Recipes (without internet),Dnz Uygulamalarım,
ec,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
ec,Ne Pişirsem? Yemek Tarifleri,What Pişirsem? Recipes,Ne Pişirsem? Resimli Yemek Tarifleri,
ec,R Bazar Store,R Bazar Store,R BAZAR,
ec,İnternetsiz Hamur İşi Tarifleri,An internet Pastry Recipes,"Smart Apps, Inc.",
ec,Fooderos,Fooderos,Knexel Technologies,
ec,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
ec,Tatlı Tarifleri - İnternetsiz,Dessert Recipes - without internet,Yemek Tarifi,
ec,"KFC - Доставки,Талони и Отстъпки",KFC - Supplies Coupons and Discounts,Samex EOOD,
ec,Tarif Kitabı - İnternetsiz 5000 yemek tarifi,Recipe Book - 5000 recipe without internet,Şükriye Can,
ec,Tortlar retsepti,cakes retsepti,Mr.Alpha,
ec,Yemək Reseptləri,food Recipes,DesignAgency,
ec,Pizza Tarifi [İnternetsiz],Pizza Description [on the Internet],KaraApp,
ec,Kolay ‎Sade Kek,Easy Plain Cake,Appmed,
ec,Yemek Tarifleri - İnternetsiz 500'den Fazla Tarif,Recipes - More than 500 Recipes without internet,Yemek Tarifi,
ec,İnternetsiz Poğaça Tarifleri,An internet Savory Recipes,İlkharf Apps Games,
ec,Intermittent Fasting,Intermittent Fasting,5W Verlag GmbH,
ec,Книга рецептов : Рецепты на каждый день,Cookbook: Recipes for every day,BrainSoftDuo,
ec,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
ec,Asian Street Food | Баку,Asian Street Food | Baku,FoodSoul,
ec,Viva Dessert,Viva Dessert,ONNEKS MMC,
ec,Poğaça Tarifleri - İnternetsiz,Savory Recipes - without internet,Yemek Tarifi,
ec,Online Neptun - SuperMarket,Online Neptune - Supermarket,Jafar Najafov,
ec,SimSim Middle Eastern Recipes,SimSim Middle Eastern Recipes,Farideh Shakhshir,
ec,markit - Your Online Supermarket,markit - Your Online Supermarket,Markit LLC,
ec,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
ec,BK  Lebanon - Order Online,BK Lebanon - Order Online,Weevi,
ec,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
ec,Le Charcutier Rewards,The deli Rewards,Le Charcutier,
ec,Roadster Diner,Roadster Diner,Roadster Diner,
ec,Tasty,Tasty,BuzzFeed,
cr,Hawa Chicken,Hawa Chicken,Crystal Tech SARL,
cr,McDonald's,McDonald's,McDonald's Apps,
cr,"""أكل سريع تحضير “بدون إنترنت","""Eat fast preparation"" without the Internet",TechniMan,
cr,Malak Al Tawouk ®,Malak Al Tawouk ®,The LOOP App,
cr,مطبخ سيدتي,Madam Kitchen,Saudi Research and Publishing Company,
cr,dipndip,dipndip,dipndip,
cr,Deek Duke Go,Deek Duke Go,Deek Duke,
cr,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
cr,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
cr,وصفات حلويات سهله وسريعة بدون نت,Sweets recipes quick and easy without Net,mojtahdapps,
cr,Akelbety,Akelbety,Adam IcT,
cr,حلويات بيتية ( بدون نت ),Home Sweets (without Net),PureSoft,
cr,LivGood,LivGood,Gabriel Bocti SAL,
cr,Chef Antoine Recipes,Chef Anthony Recipes,Ma2koul Elhana,
cr,مطبخ هسا,HSA Kitchen,ZmnSoft Ltd.,
cr,Alkhodarje,Alkhodarje,Weevi,
cr,معجنات و طبخ (بدون نت),Pastries and cooking (without Net),PureSoft,
cr,DDLebanon,DDLebanon,MindSource Consulting,
cr,LA3ANDAK,LA3ANDAK,Wael kaakani,
cr,"Cuisto : Recipe keeper, cooking social media","Cuisto : Recipe keeper, cooking social media","rimir, Inc.",
cr,أكل صحي دايت,Eat Healthy Diet,TechniMan,
cr,مطبخ منال العالم,Manal Kitchen world,Manal Al-Alem,
cr,مكتبة وصفات الطبخ العالمية بدون نت,Library Cooking Recipes World Without Net,android azo,
cr,اكلاتك - تطبيق وصفات طبخ شهية,Aclatk - Apply recipes cooking delicacies,iLapk,
cr,KFC Thailand-Online Food Ordering,KFC Thailand-Online Food Ordering,Yum! Brands Inc.,
cr,Robinhood,Robinhood,Purple Ventures Company Limited,
cr,Wongnai Merchant App (WMA),Wongnai Merchant App (WMA),Wongnai Media Company Limited,
cr,Dailymealz,Dailymealz,Technical Kitchen,
cr,McDonald's,McDonald's,McDonald's Apps,
cr,The Pizza Company 1112.,The Pizza Company 1112.,Minor International PLC,Official(Fast food) resturant delivery
cr,BevFood,BevFood,OISHI GROUP PUBLIC COMPANY LIMITED,
cr,TONS: Grocery Shopping Online,TONS: Grocery Shopping Online,TONS GENERAL TRADING CO. W.L.L.,
cr,Robinhood Shop,Robin Hood Shop,Purple Ventures Company Limited,
cr,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
cr,Cart on -  كرتون,Cart on - Cardboard,United Interactive,
cr,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
cr,7-Eleven Danmark,7-Eleven Denmark,7-Eleven Danmark,
cr,myMK,myMK,"MK Restaurant Group Public Co.,Ltd.",
cr,Hungry Hub - Thailand Dining Offer App,Hungry Hub - Thailand Dining Offer App,"AppServation Co., Ltd",
cr,Foodman,Foodman,Foodman Delivery,Food delivery
cr,S&P,S&P,"S&P Syndicate Public Co., Ltd",
cr,Pizza Hut Cyprus,Pizza Hut Cyprus,Pizza Hut Cyprus,Official(Fast food) resturant delivery
cr,TEN GROUP,TEN GROUP,"Privage App Co.,Ltd.",
cr,Daruma Sushi,Daruma Sushi,Raks Thai Foundation,
cr,the Chefz ذا شفز,the Chefz The Hvz,The Chefz,
cr,HungerStation,HungerStation,HungerStation LLC,
cr,Santafe,Santafe,SBP,
cr,Jahez,Jahez,ALAMAT,
cr,Ant Restaurant,Ant Restaurant,"Ant Army Co.,Ltd.",
cr,Retty,Retty,Retty.Inc,
tr,Tuning Kuwait,Tuning Kuwait,mahmoud ahmad,
tr,Kitchen Hub,Kitchen Hub,Kitchen Hub,
tr,อร่อย - เมนูอาหาร สูตรอาหาร,Delicious - food recipes,SmileApps,
tr,AOLAIMAI,AOLAIMAI,Aolaimai,
tr,Spoonwalk,Spoonwalk,Hive Ventures,
tr,Keto Recipes,Keto Recipes,Rstream Labs,
tr,ครัวคุณต๋อย,Kitchen Toy,"BORN DIGITAL CO.,LTD.",
tr,Use Yum,Use Yum,Yum General Trading Company,
tr,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
tr,Freshket,Freshket,Polar Bear Mission Company Limited,
tr,Bike Mod,Bike Mod,motooo 3D,
tr,Sumo Restaurant AS,Sumo Restaurant AS,Sumo AS,
tr,Foursquare City Guide,Foursquare City Guide,Foursquare,
tr,gigfood,gigfood,"Siam IT Networking (Thailand) Co.,Ltd",
tr,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
tr,Neia Eater,this Eater,Neia SA,
tr,Pancake Parlour,Pancake Parlour,Lovely Pancakes Pty Ltd,
tr,Martha Stewart & Marley Spoon,Martha Stewart & Marley Spoon,Marley Spoon AG,
tr,Dinnerly: Meal Kit,Dinnerly: Meal Kit,Marley Spoon AG,
tr,Mealime Meal Plans & Recipes,Mealime Meal Plans & Recipes,Mealime Meal Plans Inc,
tr,Lemon Tree Ireland,Lemon Tree Ireland,Flipdish,
tr,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
tr,VYTAL,excided,Breker Witthoeft GbR,
tr,Пятёрочка,Pyaterochka,Пятёрочка,
tr,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
tr,HungerStation,HungerStation,HungerStation LLC,
tr,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
tr,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,Food delivery
tr,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
tr,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
tr,Rappi: Súper y Comida Online,Rappi: Super and Food Online,Rappi,
tr,Tasty,Tasty,BuzzFeed,
tr,MrBeast Burger,MrBeast Burger,"VIRTUAL DINING CONCEPTS, LLC",
tr,McDonald's Hong Kong,McDonald's Hong Kong,MHK Restaurants Limited,
tr,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
tr,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
tr,M&S Singapore,M&S Singapore,Al-Futtaim Group,
tr,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,Food delivery
tr,Wecome Cates,Wecome Cates,Wecome Pte Ltd,
tr,Amazon Prime Now,Amazon Prime Now,AMZN Mobile LLC,
tr,Aquela Receita,that revenue,Aquela Receita,
tr,Martha Stewart & Marley Spoon,Martha Stewart & Marley Spoon,Marley Spoon AG,
tr,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
tr,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
tr,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
tr,머지포인트,Mudgee points,Mergeplus,
tr,Ekoplaza,Ekoplaza,Udea BV.,
tr,Parceiro BEES Brasil,Partner BEES Brazil,Anheuser-Busch Inbev Global,
tr,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
tr,REWE - Online Shop & Märkte,REWE - Online Shop & Markets,REWE Markt GmbH,
pa,BEES Peru,BEES Peru,Anheuser-Busch Inbev Global,
pa,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
pa,وصفات أم وليد 2021 بدون أنترنيت,Recipes or Walid 2021 without Internets,TEAM DZ DEV,
pa,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
pa,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
pa,Instacart: Same day groceries,Instacart: Same day groceries,Maplebear Inc,
pa,"7-Eleven, Inc.","7-Eleven, Inc.","7-Eleven, Inc.",
pa,حلويات أم وليد 2021 بدون أنترنيت,Sweets or Walid 2021 without Internets,TEAM DZ DEV,
pa,وصفات سميرة 2021 بدون أنترنيت,Recipes without Samira 2021 Internets,TEAM DZ DEV,
pa,Tasty,Tasty,BuzzFeed,
pa,"""أكل سريع تحضير “بدون إنترنت","""Eat fast preparation"" without the Internet",TechniMan,
pa,حلويات ام وليد بدون انترنت 2020,Umm Walid Sweets without Internet 2020,MobileAppTA,
pa,وصفات أم وليد 2020 بدون أنترنيت,Recipes or Walid 2020 without Internets,وصفات أم وليد  oum walid,
pa,Recettes Chef Fares - وصفات الشاف فارس,Recettes Chef Fares - Fares al-Shafi traits,rocky-dev,
pa,حلويات العيد سهلة واقتصادية بدون انترنت نسخة جديدة,Eid sweets easy and economical Internet without a new version,MobileAppTA,
pa,وصفات غراتان ام وليد بدون انترنت 2020,Recipes Gratin or Walid without Internet 2020,MobileAppTA,
pa,Oum Yara,Oum Yara,Fire Apps DZ,
pa,مملحات سهلة واقتصادية بدون نت,Mmlhat easy and economical without Net,WAFAE ELKHATIRI,
pa,YASSIR Express,YASSIR Express,YASSIR,
pa,مملحات أم وليد بدون انترنت نسخة جديدة 2020,Mmlhat Um Walid Internet without a new version 2020,MobileAppTA,
pa,وصفات اقتصادية لأم وليد,Recipes economic mother Walid,TEAM DZ DEV,
pa,حلويات ام وليد ناجحة بدون نت,Umm Walid Sweets successful without Net,AppKolis,
pa,حلويات ام وليد ام يارا و الاميرة,Sweets Umm Walid or Yara and Princess,Fire Apps DZ,
pa,وصفات دداح 2021 بدون أنترنيت,Recipes Ddah 2021 without Internets,TEAM DZ DEV,
pa,حلويات و اطباق أم وليد 2021,Sweets and dishes Um Walid 2021,TEAM DZ DEV,
pa,وصفات الشاف فارس 2020 | بالكامل,Recipes Fares translucent 2020 | Fully,Mbaniissa apps,
pa,Bône Express,Bone Express,Bone Express,
pa,وصفات طبخ جديدة 2021 بدون أنترنيت,New recipes cooking without Internets 2021,TEAM DZ DEV,
pa,Recipes cake um Walid without net 2021,Recipes cake um Walid without net 2021,smartphones4_APPS,
pa,حلويات سهلة جدا (بدون أنترنيت),Sweets are very easy (without stock),elhoussain elidrysy,
pa,فطائر معجنات ام وليد   بدون انترنت,Pies or pastries Walid without Internet,وصفات أم وليد  oum walid,
pa,أكل سريع تحضير‎,Prepare to eat fast,TechniMan,
pa,وصفات شيف فارس,Recipes Shiv Knight,dzgame,
pa,وصفات كيك بدون انترنت اكثر من 600 وصفة كيك,Cake recipes without the Internet more than 600 recipe Cake,MarvelStudio,
pa,وصفات أم وليد مكتوبة | Oum Walid,Recipes or Walid written | Oum Walid,andalusIO,
pa,Hot Dog Maker Street Food Games,Hot Dog Maker Street Food Games,Sweet Maker Shop,
pa,Icecream Cone Cupcake Baking Maker Chef,Icecream Cone Cupcake Baking Maker Chef,Hello-Game,
pa,تحليات ام وليد بدون انترنت,Thaliat Umm Walid without Internet,وصفات أم وليد  oum walid,
pa,"Cuisto : Recipe keeper, cooking social media","Cuisto : Recipe keeper, cooking social media","rimir, Inc.",
pa,اكلات رمضان سهلة التحضير 2020,Ramadan cuisine easy to prepare 2020,وصفات أم وليد  oum walid,
pa,Unicorn Donut Maker: Dessert Cooking Mania,Unicorn Donut Maker: Dessert Cooking Mania,Sweet Maker Shop,
pa,وصفات كيك بدون انترنت اكثر من 500 وصفة كيك,Cake recipes without the Internet more than 500 recipe Cake,goldencode,
pa,صحتي : نظام غدائي لزيادة الوزن,My Health: A system for my lunch weight gain,UnesDev,
pa,تحليات بيتية بارده بدون نت نسخة جديدة 2021,Thaliat home cool without Net new version 2021,MobileAppTA,
pa,WinTkoun,WinTkoun,Nearcoding France,
pa,وصفات معجنات وفطائر بيتية اكثر من 500 وصفة معجنات,Recipes pastries and pies home more than 500 recipe pastries,goldencode,
pa,وصفات حلويات سهله وسريعة بدون نت,Sweets recipes quick and easy without Net,mojtahdapps,
pa,شهيوات ام وليد 2020,Shahyoat Umm Walid 2020,simos,
pa,COOKit  كوكيت,Cookie كوكيت,DZMSIDEV,
pa,"KFC APP - Ecuador, Colombia, Chile y Argentina","KFC APP - Ecuador, Colombia, Chile and Argentina",GrupoKFC,
uy,BEES Ecuador,BEES Ecuador,Anheuser-Busch Inbev Global,
uy,Mealime Meal Plans & Recipes,Mealime Meal Plans & Recipes,Mealime Meal Plans Inc,
uy,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
uy,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
uy,Coco Mercado - La app que cuida a tu familia,Coco Market - The app that takes care of your family,Coco Market Inc,
uy,Sweet&Coffee,Sweet&Coffee,Spoonity,
uy,Hornero Ecuador,Hornero Ecuador,Trade System SA,
uy,Domino's Pizza América Latina,Domino's Pizza Latin America,Domino's Pizza LLC,Official(Fast food) resturant delivery
uy,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
uy,TULIO Recomienda,TULIO Recommends,TULIO ZULOAGA,
uy,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
uy,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
uy,Kobe Sushi,Kobe Sushi,Sushicorp,
uy,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
uy,Swiss Chalet,Swiss Chalet,CARA Operations Limited,
uy,"Healthy, homemade and easy lunch recipes","Healthy, homemade and easy lunch recipes",AI Studio Creativo,
